,OBJID,RA_PSEUDOHOST,DEC_PSEUDOHOST,Z,ZERR,ZWARN,DELTACHI2,SPECTYPE
635,A202305182214239m041758,333.6052498890372,-4.299028036655588,,,,,
636,A202302141053364m080320,163.40098918142667,-8.052196157236938,,,,,
637,T202303161506527p081359,226.7200481316527,8.24542207662023,,,,,
638,A202303161417303m001717,214.37655525024223,-0.2882658092878614,0.259841802189689,4.48378398325407e-05,0,9254.5333616212,QSO
639,T202303221422132m002757,215.54891474719795,-0.4621605465435897,,,,,
640,A202302171234303p073100,188.62643053569303,7.516755474564253,,,,,
641,A202302111045341m075441,161.397747032728,-7.916305643811652,,,,,
642,A202302110258353m155327,44.65031548227144,-15.893655713034615,,,,,
643,A202303131112324m054844,168.13526831821864,-5.812505574085148,,,,,
644,T202305252225371m045324,336.4054228507966,-4.889160955388823,,,,,
645,A202302110317133m162131,49.305485164898016,-16.358809964521534,,,,,
646,T202303041335390p183722,203.92859591384465,18.632920013068468,,,,,
647,A202303161443198p074304,220.8325755353966,7.717810779568864,,,,,
648,A202302080346433m155923,56.68268796233302,-15.982462505898017,,,,,
649,A202303161457412p064112,224.42203595606065,6.68686301059937,,,,,
650,T202302141104284m070523,166.11287976110918,-7.093400526166912,,,,,
651,A202302141106350m060823,166.65129535698318,-6.137131117680945,,,,,
652,A202303161501126p060201,225.30251494515883,6.033827816218706,,,,,
653,A202303041115493m054416,168.95533473609353,-5.734754700205451,,,,,
654,A202303221329263p161055,202.35973423528853,16.182152912537067,,,,,
655,T202303311118228m070648,169.59678571570362,-7.112874879868138,0.063292045647093,3.00449669394563e-05,0,1485.87891850248,GALAXY
656,T202302261309203p055440,197.3318965804323,5.904845331010933,,,,,
657,T202303041332506p190634,203.2039975070978,19.109930867570707,,,,,
658,A202303131450583p080407,222.74321187650725,8.068578294261696,,,,,
659,A202305182209556m032237,332.48204668996897,-3.377204304193231,,,,,
660,A202305182200467m045920,330.194708592368,-4.98893213151462,,,,,
661,A202303131054541m054552,163.72548468409474,-5.764628056439734,0.796124049417746,7.2883042349662e-05,0,1423.74622036517,QSO
662,A202303101505318p074331,226.37121194277967,7.725214875432317,,,,,
663,A202303221426010m020117,216.50450830634935,-2.021645897775247,1.20346620891201,0.000369611085796016,0,163.431610126048,QSO
664,A202302020312538m171524,48.22442472532158,-17.256702450355927,,,,,
665,T202303221424161p000908,216.06919171481425,0.1559006432355799,,,,,
666,A202305182200513m051500,330.2137644387864,-5.250371898932251,0.204120536786288,4.06319545291489e-06,0,5429.7101316452,GALAXY
667,A202302171250058p073533,192.52437099808347,7.592486102117554,,,,,
668,T202305252212598m045603,333.24910578811085,-4.933076821770077,,,,,
669,A202302020257467m164040,44.44472360711751,-16.678031664138796,,,,,
670,A202302111103521m045254,165.9671567064433,-4.881698822599647,0.377339210573956,3.28442854051817e-05,0,4699.42150236666,QSO
671,A202302141101030m075627,165.27065690346168,-7.94358431617621,0.000136417762360895,7.50053405203659e-06,0,1336.04880289431,STAR
672,A202303131444102p081908,221.042851958241,8.31905065297167,,,,,
673,A202302021117381m075826,169.41560728315648,-7.975137569369097,,,,,
674,A202303041330459p161728,202.6912151986134,16.291155166462232,,,,,
675,A202302020310510m164851,47.71257105041775,-16.8142110719367,0.522893374349263,1.27597480724901e-05,0,2700.829822734,GALAXY
676,A202302141103218m071534,165.8409491150556,-7.25969753968975,,,,,
677,A202303161515454p073647,228.93957396656043,7.616921532499354,0.101989890943566,1.02735794874107e-05,0,864.32858389616,GALAXY
678,A202302141053583m073717,163.48738979784486,-7.613625997712614,0.244133517874007,4.27270228466441e-06,0,4560.20452404022,GALAXY
679,A202303041331202p155508,202.8344578358021,15.91909703945299,,,,,
680,A202303161510224p064851,227.59334543460807,6.814227899840753,,,,,
681,A202305182207586m051409,331.99427790526283,-5.2360010446587815,,,,,
682,A202303131311493p060202,197.95622834591532,6.037297101620921,0.343491466326274,1.00203436882356e-05,0,1309.88810896873,GALAXY
683,A202303041330337p185115,202.6405599194861,18.85412450055285,0.30965366952515,2.44695565393228e-05,0,11337.9087399766,QSO
684,T202303041327439p155806,201.934168058479,15.964814868047895,,,,,
685,A202302111107536m075123,166.97360382129926,-7.856631293202616,0.291907294758714,1.2373612730275e-05,0,16470.5626910925,QSO
686,A202302171248135p073440,192.0528448756764,7.578030076692388,,,,,
687,A202302110310085m144437,47.53761388174946,-14.746520507928883,,,,,
688,A202302020324248m160529,51.10356655865279,-16.09164097764894,,,,,
689,A202302021112192m054945,168.0801871708892,-5.829218120813474,,,,,
690,T202302231104122m065417,166.0509189018056,-6.904407395717104,,,,,
691,T202302021052224m080252,163.0938459636825,-8.046436688607788,0.0524340631090522,4.41252024614821e-06,0,37730.3941765428,GALAXY
692,A202302141040177m053614,160.06625332521526,-5.600091376470855,,,,,
693,A202302261300159p052153,195.06436351798385,5.364832408845659,0.110581004383977,1.23911190801197e-05,0,1300.11069054902,GALAXY
694,T202302021054055m055847,163.52338605894076,-5.979446304151615,,,,,
695,A202303161421159m000217,215.31001880790143,-0.0346380425048723,0.262994250875493,6.90330369623667e-05,0,635.635111603886,GALAXY
696,A202302111100131m074140,165.05445890671007,-7.69470625648076,0.413608659351938,3.47895570638935e-05,0,1786.27530771494,QSO
697,A202302110259114m144351,44.79459333050654,-14.741528603718072,,,,,
698,A202302021058178m075211,164.5741602176861,-7.86983925287983,,,,,
699,A202302080316154m144834,49.06448050021997,-14.809687408689792,,,,,
700,A202302020317245m161650,49.35254835263337,-16.28078361291306,0.459553914368434,2.15728220080822e-05,0,9322.9505186677,QSO
701,A202302021118339m064851,169.6398625868642,-6.802125841572376,,,,,
702,A202302261303247p064104,195.8529145679222,6.684468438109049,0.88323921800649,5.79825723824379e-05,0,116.754744440317,GALAXY
703,A202302171307581p053355,196.9924478071273,5.565263635831951,0.36730363568472,1.19658451902974e-05,0,7935.66258859634,QSO
704,A202303131057424m062201,164.42680475835485,-6.367710405329395,,,,,
705,T202302021055024m074328,163.75445476994383,-7.732522906304509,,,,,
706,A202303041335243p183158,203.8515354334961,18.532831718952025,0.425516142235923,8.74193263341926e-05,0,2174.08858167753,QSO
707,A202302021045424m081524,161.42692788035274,-8.25674278268417,,,,,
708,A202302080315329m140442,48.88588989187036,-14.082032660102977,,,,,
709,T202303101113410m053108,168.4249091965695,-5.515325459959809,,,,,
710,A202302141039535m071353,159.9707154797736,-7.233269711398476,,,,,
711,A202302111117396m062734,169.41389145697806,-6.465014285949715,,,,,
712,A202302020339138m151421,54.80773896736707,-15.239467520420666,,,,,
713,T202302080337527m141849,54.46820814655,-14.31374642994362,,,,,
714,T202303101052458m071931,163.18764347695307,-7.3240396931857505,,,,,
715,A202305182210232m051110,332.596716233567,-5.186379231252023,0.761759259730828,3.52628325170916e-05,0,645.948009192944,GALAXY
716,A202303161503282p060249,225.8677496972848,6.047242257033979,0.416805854009695,5.2724636078179e-05,0,4304.17911767028,QSO
717,T202303131511133p074720,227.8052771146424,7.788921698383635,,,,,
718,A202302141103354m055912,165.8904765212688,-5.979413650805348,,,,,
719,A202302020315310m145846,48.879574196268095,-14.979789926877096,0.458629256253746,2.72548721995822e-05,0,8293.50590664148,QSO
720,A202303131300049p064850,195.0208621372448,6.807850712524644,0.358474908861336,7.69674306646578e-05,0,364.186873838305,GALAXY
721,A202303161452016p060325,223.00669909583408,6.056924169310754,,,,,
722,T202303221104290m052703,166.11594580651234,-5.461983912357482,,,,,
723,T202302021058383m070419,164.65544134548136,-7.066049064469905,,,,,
724,A202304031455399p055849,223.9164505658058,5.980299495926413,0.126839482734994,5.3922685459063e-06,0,4453.97747898102,GALAXY
725,A202302171304491p063059,196.1956194258595,6.503682976579835,,,,,
726,A202303161453010p070224,223.25475914712663,7.040124912386837,0.274200671004942,6.39699554417452e-05,0,197.742800269276,GALAXY
727,A202303131051384m070758,162.91016453819458,-7.132768106361935,0.312820245976283,2.63605659096421e-05,0,4955.98965116404,QSO
728,A202302110338163m160947,54.56836194017255,-16.163246109498417,,,,,
729,T202303071453382p085725,223.40879243032765,8.95710789670813,,,,,
730,A202303221426190m013116,216.5701114125364,-1.5219147776502495,,,,,
731,A202302021107011m072956,166.7547694640318,-7.499013427683969,0.474679297897066,3.56411084922858e-05,0,3994.10110957175,QSO
732,A202303221330337p185115,202.6405599194861,18.85412450055285,0.30965366952515,2.44695565393228e-05,0,11337.9087399766,QSO
733,T202303191252265p075224,193.11087774082367,7.873995989006848,0.332203128990863,2.61678827503351e-05,0,1220.62963241339,GALAXY
734,A202303221425131p002508,216.30476236108885,0.4188441001332134,0.268630513754854,0.000138965743279816,0,70.0631709089503,QSO
735,A202303161420080m015945,215.0332894173204,-1.9959425752146227,0.727571379806187,5.98095176174917e-05,0,598.849723611027,GALAXY
736,A202302171255309p073050,193.87425048105845,7.527519159777067,,,,,
737,T202303161418004p000645,214.5015580412841,0.112641054171747,,,,,
738,T202303161304179p050108,196.0785219543444,5.0119986591460135,,,,,
739,A202302141043129m051620,160.80980863011374,-5.271768190377146,0.0949872312869263,2.77543903366064e-05,0,2560.81942779943,GALAXY
740,A202303221420397m002503,215.15866253530425,-0.4301057541978217,0.892929219271039,0.000102347850077521,0,83.1148647964001,GALAXY
741,A202302141109344m063500,167.40248756509175,-6.587050247089341,,,,,
742,T202303161430044m012357,217.5171365478278,-1.3970613398209193,,,,,
743,A202302021053464m075330,163.44343942361382,-7.891831921759364,0.280574183821208,4.26201099802319e-05,0,1005.15379763022,QSO
744,T202302231038426m074526,159.67554183722393,-7.758314122669034,,,,,
745,A202303161504177p062005,226.07388795649655,6.334811062241052,0.291385673834673,9.12905635329743e-06,0,2363.50554978848,GALAXY
746,A202303101048341m065328,162.13467523949924,-6.890307881809886,,,,,
747,A202302111047281m072022,161.86723509462502,-7.339537700477144,,,,,
748,A202302171254498p074511,193.707575228934,7.75311861929945,,,,,
749,A202305182202440m040224,330.6834997062787,-4.040247887865155,,,,,
750,A202302020256430m163956,44.18290911756967,-16.66535552848448,,,,,
751,A202302261307253p075930,196.8555216119922,7.991804055955926,,,,,
752,A202302261243306p061112,190.87777061866188,6.186795290222279,1.87947395079019,0.00166974812629292,0,75.6136847811285,QSO
753,T202305302159277m024549,329.8661116383898,-2.7639672128160395,,,,,
754,A202303191447023p062816,221.75974201752445,6.471156162949765,,,,,
755,A202302171043194m074025,160.83099438154505,-7.67380951385289,,,,,
756,A202302141038595m072552,159.75944863673433,-7.43620394029205,,,,,
757,T202302020311415m140036,47.92463654446347,-14.008512041111068,,,,,
758,A202305182201145m033539,330.31086340064405,-3.594435829166064,,,,,
759,A202303041049074m064412,162.28095147535507,-6.736786438545039,-0.00199570145091582,4.13115987161332e-48,1698,1.94266889222573e+84,STAR
760,A202303161504400p071109,226.16691553148627,7.186020950982802,0.522223862454362,3.59383852238488e-05,0,2556.41365581006,QSO
761,A202305182203399m025303,330.9162619242832,-2.884275904917544,,,,,
762,T202303161509192p074759,227.3305016373277,7.800268829741336,0.251946837444011,4.58077291505454e-05,0,10.6107686273754,GALAXY
763,T202303221427198m014019,216.83240126535213,-1.673203783314802,0.0535310298039178,4.48205218628465e-06,2,2638.87089410424,GALAXY
764,A202305302211341m051451,332.8923717358644,-5.24773707628342,,,,,
765,A202302141050354m062531,162.64983600499534,-6.443073737151371,,,,,
766,A202305252213028m040208,333.26205093038084,-4.044156023111807,,,,,
767,A202302080342162m160318,55.57833869155972,-16.05313925766916,,,,,
768,T202302021059164m074133,164.81533814368095,-7.689141265445408,,,,,
769,A202303161423347m003655,215.8947029849245,-0.6155075275294363,0.65297240723596,3.74622828968881e-05,0,4454.0908639133,QSO
770,A202302171248538p053113,192.21918999965908,5.524557907618482,,,,,
771,A202302020337210m150112,54.3377574546646,-15.020112244418636,0.491342844120129,7.52436436024294e-05,0,838.671183172613,QSO
772,A202303131518424p075446,229.67694578298736,7.912830896642752,,,,,
773,A202303221427383m011932,216.8950249901384,-1.3246752041664671,,,,,
774,A202302080328012m134932,52.01205159261211,-13.82451608414628,,,,,
775,A202302111057248m073829,164.35026873786055,-7.635102857011184,,,,,
776,A202302261259022p064616,194.76528267561795,6.7723596021495895,,,,,
777,T202303161307322p061913,196.8840085674989,6.320219241466339,,,,,
778,A202303221332127p161914,203.0528106014774,16.32079492123894,0.763341441275707,9.47024628076397e-05,0,148.43553769961,GALAXY
779,A202303281422105m015802,215.54721108908723,-1.97069147592834,,,,,
780,A202302020257365m164451,44.40214414638378,-16.74753729052871,,,,,
781,A202303071503101p082351,225.7920689701204,8.397747931920241,,,,,
782,A202302020338302m143431,54.6260679899379,-14.575427160869245,,,,,
783,T202303131107598m080254,166.99950347057904,-8.047672616125281,0.229161996594445,7.16827823922543e-05,0,826.49190521799,GALAXY
784,A202303161415296p001907,213.8737273208357,0.3187263215636298,0.12384987936218,1.92642498244562e-05,0,257.326102994382,GALAXY
785,A202303191506372p084830,226.65500793105053,8.80835328336717,,,,,
786,T202302231036441m072842,159.1815405068216,-7.484984369618144,,,,,
787,A202303041331193p165018,202.83400805099765,16.844276670612288,,,,,
788,A202304031509475p054531,227.44814467687235,5.758826653245448,0.358703104737725,8.97920078988421e-05,0,499.093730542809,GALAXY
789,A202302020326313m161626,51.642447483223904,-16.270330388684062,,,,,
790,T202302171248592p065451,192.2563284956703,6.919668034506427,,,,,
791,A202305182203547m051214,330.9780753656642,-5.2039430077157816,,,,,
792,T202302141045240m055942,161.3425484090407,-6.000912202931606,,,,,
793,A202303041338320p162628,204.63327560833784,16.44114740604976,,,,,
794,A202303161457440p065800,224.438402532339,6.969552906628916,,,,,
795,A202302021111202m065411,167.83450182995864,-6.9033371468108085,,,,,
796,A202303131234436p070955,188.6818426475908,7.165494393456605,0.408219250805872,2.27750236001341e-05,0,5149.76683390141,QSO
797,A202302021055536m052953,163.973555148753,-5.498239844231184,,,,,
798,A202305182229135m024712,337.3066549639862,-2.786964265662181,,,,,
799,A202302020314579m151630,48.74153118142487,-15.275270577235968,,,,,
800,A202305252157443m030125,329.4347001496372,-3.023653121559816,,,,,
801,T202303071507419p081315,226.92516987077772,8.220766136869607,,,,,
802,A202303041337253p155608,204.3555821860716,15.935661328644118,,,,,
803,A202302171244226p063827,191.09446902626,6.640855459889211,,,,,
804,A202302111041008m071620,160.2520040717744,-7.270290006024628,1.35472640351716,5.93195868401331e-05,0,299.129634022713,GALAXY
805,A202303041333129p184119,203.30956451657,18.695612411177336,,,,,
806,A202303131247196p073654,191.83304725420015,7.607461010919066,0.106603999128077,3.33300606239452e-05,0,2571.74063262925,GALAXY
807,A202302141104446m052329,166.19509165866566,-5.384302445070865,,,,,
808,A202302021114581m074053,168.7420238780103,-7.681642798746466,0.504782948029597,9.63758761092129e-05,0,385.268476698548,QSO
809,T202303041051447m065933,162.9363747416359,-6.992888641064055,0.121655302959751,7.92182600557036e-06,0,1116.73894688487,GALAXY
810,A202302021115368m070433,168.90359450010152,-7.0761163020569615,,,,,
811,A202302141052479m070720,163.20106190575115,-7.118372174568253,1.38150040868881,4.78462834321432e-05,0,51.1591109037399,GALAXY
812,A202303101452284p083409,223.11843374295844,8.569305212311384,,,,,
813,A202302110348348m153159,57.14523598941732,-15.53334685085393,,,,,
814,A202302021044235m063357,161.0931317926424,-6.573469381535245,,,,,
815,A202303161426390m023211,216.6625690884525,-2.5365446301989394,,,,,
816,T202302171042032m070843,160.51319098993176,-7.1463828424858455,0.19541229687611,6.12790158977933e-05,0,518.816884906963,GALAXY
817,A202302171305046p064026,196.2694373256011,6.674063012486762,,,,,
818,A202302020326380m162345,51.65851900119715,-16.39597902220682,,,,,
819,A202302141057099m051128,164.29117682188976,-5.19119919682599,0.465459432460702,3.60293303949453e-05,0,570.51869648695,GALAXY
820,T202302020347044m161257,56.768778500644025,-16.215796670597626,,,,,
821,T202303071331163p164157,202.82252919934533,16.69750528866912,,,,,
822,T202303131249134p050901,192.3119770733563,5.1498362828308535,,,,,
823,A202302080328196m172611,52.07089528428493,-17.440753599218148,,,,,
824,A202303161454113p062207,223.5581111270995,6.380411547533413,,,,,
825,A202302110301015m160008,45.25672018814726,-16.002336411234936,,,,,
826,A202303191448200p083319,222.07243038353388,8.538721176948588,,,,,
827,A202302080341078m164927,55.28294533594016,-16.82424556619026,,,,,
828,A202302141103260m075127,165.85776539371315,-7.856955693427235,,,,,
829,A202302021059365m062641,164.9023655565486,-6.444870498497111,,,,,
830,A202302080325037m164914,51.26585921865328,-16.82066848877457,,,,,
831,A202302021057574m064529,164.48938590642365,-6.758130850184147,,,,,
832,A202302141058308m051355,164.62860482288315,-5.232056647778093,0.603071948388388,2.61545259530251e-05,0,1045.4072259441,GALAXY
833,A202302111038273m072844,159.6120919624461,-7.4757399185448,0.939177411666871,0.000101358359446591,0,351.760221511126,GALAXY
834,A202302020300538m164930,45.224321374611954,-16.82506393329084,,,,,
835,A202302171245115p065609,191.29799747190745,6.935874933024032,0.274889345425486,1.360923419937e-05,0,10900.9477736354,QSO
836,A202303221331572p190323,202.98837530740195,19.056469866635855,,,,,
837,A202305252201372m030310,330.4051970269376,-3.0529876974902965,,,,,
838,T202303161504528p054437,226.2216090125528,5.74405947231764,,,,,
839,T202303131507098p070516,226.7940784953036,7.091452892555905,,,,,
840,A202302021053110m071932,163.29609751531785,-7.325634874608592,0.936838352386711,0.000184589130554865,0,216.01025865227,QSO
841,A202302021116418m072743,169.17443633631098,-7.462030501602671,0.441825627866642,6.46415664827575e-05,0,658.668684922159,QSO
842,A202302110311590m153212,47.9960896349468,-15.536564344221878,,,,,
843,A202302171304587p073043,196.24471464132432,7.512142288824074,,,,,
844,A202302141052263m081609,163.10175856523853,-8.265765588674938,,,,,
845,A202303131311293p055035,197.87440962439845,5.85754644776654,,,,,
846,A202302141051145m072347,162.8061993074877,-7.407390324040161,,,,,
847,A202302021043337m062452,160.89050538006936,-6.414618073068653,0.561577865732338,5.41797136059268e-05,0,1350.79683787376,QSO
848,T202305252157451m051030,329.4379760010023,-5.176252944742692,,,,,
849,A202302020344179m170115,56.07491476466552,-17.02092085928884,,,,,
850,A202302141104093m072829,166.03356375471063,-7.477932255728365,,,,,
851,A202303161420424m005910,215.1662048505977,-0.9935295884389604,,,,,
852,A202305182208206m042619,332.08586861303365,-4.438942071678875,,,,,
853,A202302021117091m073840,169.28800466141192,-7.644479960377191,,,,,
854,T202302141044135m055215,161.05861115502765,-5.872616363033802,,,,,
855,A202303071457278p071500,224.3659815480612,7.250235777464782,,,,,
856,A202305182155435m043921,328.931424930105,-4.655900866812744,,,,,
857,A202302171246401p072848,191.66716171621223,7.480083271076384,,,,,
858,A202303131058246m070925,164.6026518219749,-7.156955659045013,2.12487461603605,0.00015015610277979,0,2781.3391912207,QSO
859,T202303221053023m073330,163.2588731024942,-7.556236726064911,0.0503892644751416,6.78026414658029e-05,0,177.181327136001,GALAXY
860,T202302021104274m062456,166.11437952389454,-6.416492739130695,0.047229701630482,4.27944248569613e-06,0,4773.93176932633,GALAXY
861,T202303191452214p054228,223.09022704274545,5.7035526001893855,0.0801333848037051,2.076168580036e-05,0,4860.91919055092,GALAXY
862,A202302111051560m051224,162.9717339180183,-5.210238498915775,,,,,
863,A202303221326462p165932,201.69247101689356,16.99239670616652,,,,,
864,A202302020259264m154258,44.86032006260079,-15.716385400521212,,,,,
865,A202302080312331m143915,48.13838154362327,-14.654366641116525,,,,,
866,A202304031245125p062143,191.302267703776,6.362055986895359,,,,,
867,A202302020315386m161323,48.91124874729236,-16.22331951319138,,,,,
868,A202302051057314m071614,164.3824002381709,-7.271251963785957,,,,,
869,A202302050339543m164442,54.97666321323306,-16.745247703299796,,,,,
870,A202303161516123p084356,229.0533651057669,8.720665285684964,,,,,
871,A202302171254172p063808,193.5590343395292,6.636329685086899,,,,,
872,A202302020303435m163440,45.93166891256551,-16.57781360497573,,,,,
873,A202302020344377m154246,56.15730553220682,-15.713046440925565,,,,,
874,A202303221327517p163945,201.96613524736443,16.671305738616475,,,,,
875,T202302231105513m060815,166.46373987093622,-6.136451231969019,0.100311535316807,2.03916209104276e-05,0,2537.02825919352,GALAXY
876,A202302080328401m164140,52.17958021991206,-16.69215490181821,,,,,
877,A202305252159581m053305,329.99232995271547,-5.551611682064046,,,,,
878,T202303131255356p061606,193.88773526377045,6.260376096872765,,,,,
879,A202302171306293p055323,196.62235598822164,5.889791591358349,1.03915128990616,0.000120136726187107,0,937.090258315206,QSO
880,A202302111106552m052510,166.73434620742748,-5.417278938172824,0.312477062808045,7.51977786732933e-05,0,738.383400153369,GALAXY
881,A202303161442363p071436,220.65145543182012,7.24335117313577,,,,,
882,A202302141042526m061457,160.7128174267827,-6.230193447466975,,,,,
883,A202303041105535m071743,166.47114232479728,-7.291985877259126,,,,,
884,A202303161425310m001309,216.3791032679676,-0.2193826904154886,0.567764091182117,3.17153815839351e-05,0,1027.98385025188,GALAXY
885,A202303221424401p001228,216.17165349151435,0.2128666960690284,,,,,
886,A202303161414553m003524,213.7306668058233,-0.5900356015304578,,,,,
887,A202303161441344p083952,220.3935735365685,8.66438191519065,,,,,
888,T202302261244034p055000,191.01453955555417,5.835710993536689,,,,,
889,T202302141107072m071221,166.76774339362782,-7.205842926361931,,,,,
890,A202302171240423p070642,190.18020365796968,7.105600861245096,,,,,
891,A202302110315256m140747,48.85709778233418,-14.13001829842688,,,,,
892,A202302171054547m051824,163.7281081586514,-5.306843928017374,,,,,
893,A202305182154509m050037,328.7124044147436,-5.010128127995441,0.200049423167396,1.69947410309112e-06,0,37827.4418182373,GALAXY
894,A202303221417427m000632,214.4281626975326,-0.1091850968782901,,,,,
895,A202302021053009m073548,163.25576572277538,-7.594711497889467,,,,,
896,T202303161512326p073247,228.13575392246133,7.546121264650423,,,,,
897,A202303071459372p081855,224.9049852217426,8.315401355609357,,,,,
898,A202302141055258m055617,163.854658535105,-5.937071697289196,,,,,
899,A202302021104556m062718,166.23680661209374,-6.4477741708767295,,,,,
900,A202302021108243m060436,167.10086749914004,-6.077799824128873,,,,,
901,T202303071503280p072026,225.86662301740017,7.338591131504029,0.0372716811442464,5.93090556929378e-06,0,7262.55657781661,GALAXY
902,T202303071500070p072655,225.0285601927229,7.4495258685818415,,,,,
903,A202303191505429p062427,226.42900826819397,6.40741294662862,,,,,
904,T202303041334262p183414,203.6100924934493,18.581107493568105,,,,,
905,A202303221426064p004149,216.51951889367965,0.6957265522504162,0.529233809730859,7.30500104250852e-05,0,1289.10245839506,GALAXY
906,A202302111054587m073025,163.7321583882945,-7.517806057754056,,,,,
907,A202305182200459m021618,330.1916635481496,-2.2717556450188097,0.862612906087185,7.39861806704033e-05,0,1104.84105240554,QSO
908,A202303131238152p073349,189.56317731163875,7.563634687179816,0.28119163364856,4.82253988742267e-05,0,330.205162235536,GALAXY
909,A202303161425038m014115,216.25878137396893,-1.6915527930101244,0.46721146364243,3.75112658698694e-05,0,939.619741620496,GALAXY
910,A202302261302298p061859,195.6275129600101,6.313782346968901,,,,,
911,T202303221427417m012719,216.9240021781388,-1.4567540858331995,0.188656146638962,3.23004983606742e-05,0,1609.61791433021,GALAXY
912,A202303101449425p081632,222.42471666715244,8.290336941499499,,,,,
913,A202305182208452m041302,332.18849278713327,-4.217395434083121,,,,,
914,A202303041333377p172256,203.42830066807795,17.376189787464227,,,,,
915,T202303101111306m063545,167.8766040831451,-6.595210813401813,0.06281077167037,8.2640818555818e-06,0,2092.27859533578,GALAXY
916,A202302171101567m071644,165.48327839759537,-7.275040024957583,,,,,
917,T202303101104443m052753,166.18652994229922,-5.465339150074388,0.100224070505281,3.70882730368116e-05,0,999.99246128276,GALAXY
918,A202305182157069m035428,329.2791065622519,-3.90807128561533,,,,,
919,T202302020302511m145104,45.71195014972688,-14.85003000324472,,,,,
920,A202305302202041m044132,330.515485404743,-4.687137464339384,,,,,
921,A202302141053156m070431,163.32092552081093,-7.072418246525189,,,,,
922,A202302141108067m080028,167.02324389514027,-8.003238272328323,,,,,
923,A202303161420446m001245,215.18073504131368,-0.2110458388862081,,,,,
924,A202303131240174p072414,190.0726250023081,7.404178661835045,,,,,
925,T202303221418153m001141,214.56346220935336,-0.1967433750604768,,,,,
926,A202302231057217m063125,164.34088737410076,-6.5237967818426,,,,,
927,A202302111114186m074454,168.57979196115895,-7.745305438562864,,,,,
928,A202303041044395m072500,161.18593818800576,-7.414781389247969,,,,,
929,A202302020258493m150407,44.705543895364464,-15.068740960991937,,,,,
930,A202303191439018p081714,219.739272025607,8.285798749715273,,,,,
931,A202302021055529m052824,163.97049473406756,-5.473575037589644,,,,,
932,A202302171041117m065031,160.30784456977224,-6.8416083587162495,,,,,
933,T202302171233461p064158,188.44282019226603,6.697112855724626,0.31576730020028,8.78090138170628e-06,0,864.989786863327,GALAXY
934,A202302171043440m070945,160.9310202073771,-7.163561543706817,,,,,
935,A202303221424492m005759,216.20628009061377,-0.9645831709581216,,,,,
936,A202302141058247m072321,164.6035274278293,-7.390930820419097,,,,,
937,A202302080338587m163340,54.74502550646535,-16.561337203921887,,,,,
938,A202302171305486p071217,196.4528220071965,7.204836007462135,,,,,
939,A202303221330275p160958,202.61482222671737,16.166247995223074,0.245683311753554,2.85670847738167e-05,0,1634.50287367404,QSO
940,A202303281046571m075156,161.73804082754955,-7.865672920192614,0.617189906559862,5.1357341596488e-05,0,1420.62029632926,QSO
941,T202302261259045p053355,194.76879457816875,5.565003071606023,,,,,
942,A202302080314130m145704,48.54907374942864,-14.947382538696878,,,,,
943,A202303161427107m002449,216.79456360880403,-0.413725711026045,0.44041886204127,3.91729293375778e-05,0,1820.64402149618,QSO
944,A202302111047100m052043,161.79133884847306,-5.341630553935709,,,,,
945,A202303041335474p171544,203.9474973426088,17.262441935000435,0.759837360622965,5.12474499128881e-05,0,1573.60935491323,QSO
946,A202303101042351m072842,160.6460417307055,-7.47733231401719,,,,,
947,A202302080341558m171357,55.48153907408565,-17.2188533426961,,,,,
948,A202302141101307m051444,165.3728001000027,-5.240239873906159,,,,,
949,A202302020315036m173538,48.76503955797821,-17.594224375189206,,,,,
950,A202303161424063p004323,216.02645271989303,0.723097077616761,0.413124149919306,2.29887371346792e-05,0,2717.23332083225,QSO
951,A202302141054568m052623,163.74659904808823,-5.4317394079029615,,,,,
952,A202303071328028p155107,202.01179186961124,15.851967478990742,0.0785883484821755,7.48518035272973e-06,0,666.639030516148,GALAXY
953,A202302020346065m160837,56.523723195898434,-16.153520228596467,,,,,
954,A202303041334452p191741,203.68834194112668,19.294767264646392,,,,,
955,A202303161504470p081544,226.1890898678157,8.268329628494055,,,,,
956,A202303041057015m072104,164.2562699665483,-7.351269455521203,,,,,
957,T202303041051404m075729,162.90940139677937,-7.959284699185753,,,,,
958,A202302021051028m061317,162.74305749982045,-6.220861539767583,,,,,
959,A202303041330089p162852,202.53713144204548,16.48105142785634,,,,,
960,A202302111117579m064022,169.4862944279138,-6.673016643136703,,,,,
961,A202302020313039m164327,48.2666039592708,-16.724405558130474,,,,,
962,A202305182202330m031551,330.63746436985724,-3.2643418290041715,1.70120827531611,0.00052329255891655,0,136.955972140655,QSO
963,A202302171248344p053829,192.1434610657469,5.641438356260212,,,,,
964,A202303221419539p004048,214.975833552866,0.6815793451777311,,,,,
965,A202303161451243p083348,222.851485316214,8.563419302136623,,,,,
966,A202302171237059p070454,189.27285154119105,7.077087095463205,0.684470990774915,0.000114410673962027,0,421.884510464966,GALAXY
967,A202303161300585p054608,195.24922148811703,5.761342283967835,,,,,
968,A202303131511208p081758,227.8368332583789,8.299365301704743,,,,,
969,T202303221055531m081207,163.96986398434615,-8.211564068572015,,,,,
970,T202303101456116p070808,224.04621287676488,7.136622679393812,,,,,
971,A202302080328500m173305,52.202066265487815,-17.564902065568017,,,,,
972,A202302080340032m140913,55.01338453129044,-14.15388082448849,,,,,
